iops,lat,block_size,n_jobs,iodepth,read_fraction,load_type,io_type,raid,n_disks,device_type,offset,id
185750,659462.62,16,50,4,52,random,write,4+1,24,nvme,0,hse-09132022-190005-z62740
184159,665716.72,16,50,4,52,random,write,4+1,24,nvme,0,hse-09132022-190005-z62740
184351,665011.2,16,50,4,52,random,write,4+1,24,nvme,0,hse-09132022-190005-z62740
184911,663682.76,16,50,4,52,random,write,4+1,24,nvme,0,hse-09132022-190005-z62740
185257,659809.34,16,50,4,52,random,write,4+1,24,nvme,0,hse-09132022-190005-z62740
185608,660589.3,16,50,4,52,random,write,4+1,24,nvme,0,hse-09132022-190005-z62740
182456,670903.6,16,50,4,52,random,write,4+1,24,nvme,0,hse-09132022-190005-z62740
185336,662365.48,16,50,4,52,random,write,4+1,24,nvme,0,hse-09132022-190005-z62740
184961,661962.76,16,50,4,52,random,write,4+1,24,nvme,0,hse-09132022-190005-z62740
182891,668891.1,16,50,4,52,random,write,4+1,24,nvme,0,hse-09132022-190005-z62740
182169,672960.84,16,50,4,52,random,write,4+1,24,nvme,0,hse-09132022-190005-z62740
181063,680429.74,16,50,4,52,random,write,4+1,24,nvme,0,hse-09132022-190005-z62740
185311,662183.3,16,50,4,52,random,write,4+1,24,nvme,0,hse-09132022-190005-z62740
184890,663047.8,16,50,4,52,random,write,4+1,24,nvme,0,hse-09132022-190005-z62740
184791,662290.52,16,50,4,52,random,write,4+1,24,nvme,0,hse-09132022-190005-z62740
185163,660576.98,16,50,4,52,random,write,4+1,24,nvme,0,hse-09132022-190005-z62740
89672,657508.94,16,50,4,52,random,write,4+1,24,nvme,0,hse-09132022-190005-z62740
96002,460300.36,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95888,461885.6,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
93797,466468.14,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
93886,464813.21,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95300,463550.52,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
96052,460463.67,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95763,464542.22,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95296,463682.36,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95199,462863.55,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95761,462127.09,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95665,460950.31,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95190,466931.88,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95422,462998.09,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95825,462154.12,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
96292,463251.76,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95848,464955.81,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95680,461872.09,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95395,460305.81,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95666,463910.5,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95347,462963.81,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95473,463160.74,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95434,461978.57,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
96288,462458.4,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95796,463708.45,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95983,462772.59,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95761,463195.55,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95422,461923.86,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95200,465284.14,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
94166,468337.38,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
94935,465052.71,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
94992,462013.74,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95885,461404.28,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95118,461943.31,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95277,463726.97,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95076,464167.81,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95743,462941.21,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
94429,466716.47,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95112,463649.59,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95396,466087.14,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95149,464853.43,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95100,465187.33,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95740,460648.86,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95183,461705.12,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
96566,458424.03,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
96382,460078.05,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95636,459420.09,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95690,462196.53,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
96070,460251.81,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95350,461017.76,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95705,462074.4,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95819,458990.9,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95966,460804.62,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
96025,460238.1,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95628,461062.91,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
96389,461889.88,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95985,464144.21,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95696,467584.26,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
96001,461566.34,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
95800,462653.05,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
50227,448061.24,4,58,5,25,random,read,4+1,24,nvme,0,hse-09132022-151813-z86834
287929,852392.57,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
286511,856172.86,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
283040,868599.21,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
283865,866576.59,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
285854,858348.55,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
287650,852879.02,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
286609,855130.47,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
287964,852128.48,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
287660,853091.62,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
287833,852040.91,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
287672,853250.41,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
284815,860563.5,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
285438,859518.26,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
287647,852520.88,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
286903,853672.0,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
286959,853524.22,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
286819,855264.91,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
287221,855138.66,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
286359,856238.69,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
286750,855978.88,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
286994,854423.64,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
286493,856713.76,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
287607,851737.36,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
287041,853633.33,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
287754,851606.34,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
285943,857152.6,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
287535,853292.97,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
286835,854840.03,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
282133,869783.12,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
285393,859763.98,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
285469,860405.71,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
287535,852937.31,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
287688,853658.34,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
286308,856737.57,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
285821,858908.03,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
286732,855010.52,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
282960,867556.79,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
284713,861973.02,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
285297,859029.53,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
285488,858951.59,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
286622,855756.5,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
287571,852869.69,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
287143,855686.02,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
287949,851554.52,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
287252,853572.17,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
287477,854042.16,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
286325,856822.21,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
287535,853192.64,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
287116,854942.45,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
286820,855644.29,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
287620,854112.53,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
287304,853508.38,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
288555,850712.64,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
287006,854984.55,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
287241,853018.43,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
287190,853014.71,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
286934,852973.86,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
287393,853153.26,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
288218,850768.5,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
150863,823562.71,4,58,5,25,random,write,4+1,24,nvme,0,hse-09132022-151813-z86834
272448,990680.43,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
271277,988502.18,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
270625,990294.6,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
271827,992053.35,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
272915,989504.43,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
271790,988899.0,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
271679,986880.82,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
272987,988031.65,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
273177,988111.72,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
272797,988241.9,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
272351,988647.85,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
272419,988290.85,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
272648,988242.05,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
271909,988458.68,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
271824,992970.07,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
269929,990541.75,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
270322,988014.35,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
272026,989933.5,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
272218,989372.8,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
272459,991908.03,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
273156,988434.18,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
273572,989033.53,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
272626,988462.35,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
270326,988002.1,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
270866,987204.82,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
272992,986223.57,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
272301,988865.5,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
271282,988425.65,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
272821,988581.03,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
273178,986651.95,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
272874,986521.15,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
272933,989304.15,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
272845,990079.07,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
273486,988645.43,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
272877,989148.78,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
272779,986834.3,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
272662,987557.0,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
272869,988309.68,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
273662,988896.0,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
272687,988530.62,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
271353,987534.1,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
272745,989494.28,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
272097,988097.72,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
272158,991043.07,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
271590,989627.05,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
271485,988913.72,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
271296,989587.0,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
271540,992992.2,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
271279,990284.05,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
270645,988111.95,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
270268,989008.03,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
272678,987568.1,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
272928,988058.0,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
272549,989071.43,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
271520,988422.78,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
272710,990907.05,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
271738,987790.2,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
270827,988577.4,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
270001,989666.5,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
27785,987953.12,64,40,8,76,random,read,4+1,24,nvme,0,hse-09132022-221914-z13659
86151,863595.78,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
86346,870480.6,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
85697,877046.3,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
85797,865343.18,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
85822,864696.35,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
85995,870996.9,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
85708,879251.57,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
85936,866956.1,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
86335,863430.78,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
86279,864979.88,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
86292,866636.68,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
85892,870135.6,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
86256,866818.25,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
86278,867370.22,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
85337,862382.05,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
84878,889529.7,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
85441,887146.38,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
86233,863835.45,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
86244,863938.38,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
85601,862396.28,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
85992,864509.8,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
85879,863270.22,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
86308,866018.55,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
84874,893179.5,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
85368,887959.88,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
86458,868587.22,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
85851,869916.45,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
86637,870048.18,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
85910,867025.95,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
86403,866144.25,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
86478,867900.85,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
85796,865855.9,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
86137,861191.25,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
85844,863985.47,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
86226,864076.28,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
86295,868780.62,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
86093,868607.75,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
86073,867827.45,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
85691,862120.22,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
86120,866332.78,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
86152,878077.5,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
85658,866842.47,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
86397,867973.38,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
85729,866196.3,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
86015,869761.32,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
86335,867710.82,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
86168,870643.18,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
85711,863991.55,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
85555,874577.47,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
85951,879387.28,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
85389,886697.25,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
86031,870036.65,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
86411,863708.43,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
86037,866154.4,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
86500,870274.0,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
85778,862377.1,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
85933,874315.38,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
85146,886410.12,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
85043,887835.57,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
8682,864756.78,64,40,8,76,random,write,4+1,24,nvme,0,hse-09132022-221914-z13659
53030,366237.0,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
53169,364018.0,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
53268,363304.25,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
53085,361819.25,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
51867,370374.0,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
53731,361104.0,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
53429,361866.0,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
53766,360174.25,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
52181,366904.25,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
50781,375849.0,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
52435,368077.0,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
52438,367447.25,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
52399,368019.0,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
52901,367568.75,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
49387,382946.5,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
52535,368934.25,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
52426,368344.0,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
52343,368621.75,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
52387,367877.75,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
51597,374289.0,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
52668,367072.75,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
52671,366865.75,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
51891,371991.75,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
52640,366715.25,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
51501,373205.5,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
52342,369186.75,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
52120,370619.75,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
51448,372464.0,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
51156,374337.5,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
50833,380149.75,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
51478,375219.5,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
52602,368102.25,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
52579,368682.75,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
52549,368025.5,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
51167,374997.0,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
52158,369181.75,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
51939,370945.25,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
52095,370527.75,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
52373,368589.5,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
50045,381200.75,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
51560,373386.25,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
52700,367986.5,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
52245,370682.0,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
52031,371651.75,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
51416,372154.0,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
53090,363062.25,128,4,9,59,random,read,4+1,24,nvme,0,hse-09132022-200246-z35719
